cidade, populacao ,estado,regiao
galvao,3058,SANTA CATARINA,SUL
garopaba,22082,SANTA CATARINA,SUL
garuva,17479,SANTA CATARINA,SUL
gaspar,67392,SANTA CATARINA,SUL
governador celso ramos,14229,SANTA CATARINA,SUL
grao para,6537,SANTA CATARINA,SUL
gravatal,11394,SANTA CATARINA,SUL
guabiruba,22732,SANTA CATARINA,SUL
guaraciaba,10259,SANTA CATARINA,SUL
guaramirim,42872,SANTA CATARINA,SUL
guaruja do sul,5139,SANTA CATARINA,SUL
guatambu,4733,SANTA CATARINA,SUL
herval doeste,22443,SANTA CATARINA,SUL
ibiam,1967,SANTA CATARINA,SUL
ibicare,3268,SANTA CATARINA,SUL
ibirama,18721,SANTA CATARINA,SUL
icara,54845,SANTA CATARINA,SUL
ilhota,13857,SANTA CATARINA,SUL
imarui,10571,SANTA CATARINA,SUL
imbituba,44076,SANTA CATARINA,SUL
imbuia,6133,SANTA CATARINA,SUL
indaial,66497,SANTA CATARINA,SUL
iomere,2917,SANTA CATARINA,SUL
ipira,4562,SANTA CATARINA,SUL
ipora do oeste,8930,SANTA CATARINA,SUL
ipuacu,7400,SANTA CATARINA,SUL
ipumirim,7561,SANTA CATARINA,SUL
iraceminha,4067,SANTA CATARINA,SUL
irani,10285,SANTA CATARINA,SUL
irati,1984,SANTA CATARINA,SUL
irineopolis,11133,SANTA CATARINA,SUL
ita,6275,SANTA CATARINA,SUL
itaiopolis,21506,SANTA CATARINA,SUL
itajai,212615,SANTA CATARINA,SUL
itapema,61187,SANTA CATARINA,SUL
itapiranga,16683,SANTA CATARINA,SUL
itapoa,19355,SANTA CATARINA,SUL
ituporanga,24622,SANTA CATARINA,SUL
jabora,3990,SANTA CATARINA,SUL
jacinto machado,10539,SANTA CATARINA,SUL
jaguaruna,19527,SANTA CATARINA,SUL
jaragua do sul,170835,SANTA CATARINA,SUL
jardinopolis,1625,SANTA CATARINA,SUL
joacaba,29608,SANTA CATARINA,SUL
joinville,577077,SANTA CATARINA,SUL
jose boiteux,4887,SANTA CATARINA,SUL
jupia,2127,SANTA CATARINA,SUL
lacerdopolis,2251,SANTA CATARINA,SUL
lages,158508,SANTA CATARINA,SUL
laguna,45311,SANTA CATARINA,SUL
lajeado grande,1453,SANTA CATARINA,SUL
laurentino,6790,SANTA CATARINA,SUL
lauro muller,15149,SANTA CATARINA,SUL
lebon regis,12133,SANTA CATARINA,SUL
leoberto leal,3140,SANTA CATARINA,SUL
lindoia do sul,4615,SANTA CATARINA,SUL
lontras,11774,SANTA CATARINA,SUL
luiz alves,12413,SANTA CATARINA,SUL
luzerna,5705,SANTA CATARINA,SUL
macieira,1799,SANTA CATARINA,SUL
mafra,55907,SANTA CATARINA,SUL
major gercino,3429,SANTA CATARINA,SUL
major vieira,8015,SANTA CATARINA,SUL
maracaja,7139,SANTA CATARINA,SUL
maravilha,25076,SANTA CATARINA,SUL
marema,1906,SANTA CATARINA,SUL
massaranduba,16455,SANTA CATARINA,SUL
matos costa,2614,SANTA CATARINA,SUL
meleiro,7047,SANTA CATARINA,SUL
mirim doce,2374,SANTA CATARINA,SUL
modelo,4192,SANTA CATARINA,SUL
mondai,11496,SANTA CATARINA,SUL
monte carlo,9785,SANTA CATARINA,SUL
monte castelo,8471,SANTA CATARINA,SUL
morro da fumaca,17532,SANTA CATARINA,SUL
morro grande,2915,SANTA CATARINA,SUL
navegantes,77137,SANTA CATARINA,SUL
nova erechim,4879,SANTA CATARINA,SUL
nova itaberaba,4339,SANTA CATARINA,SUL
nova trento,14099,SANTA CATARINA,SUL
nova veneza,14837,SANTA CATARINA,SUL
novo horizonte,2532,SANTA CATARINA,SUL
orleans,22723,SANTA CATARINA,SUL
otacilio costa,18313,SANTA CATARINA,SUL
ouro,7363,SANTA CATARINA,SUL
ouro verde,2245,SANTA CATARINA,SUL
paial,1577,SANTA CATARINA,SUL
painel,2376,SANTA CATARINA,SUL
palhoca,164926,SANTA CATARINA,SUL
palma sola,7558,SANTA CATARINA,SUL
palmeira,2586,SANTA CATARINA,SUL
palmitos,16253,SANTA CATARINA,SUL
papanduva,19015,SANTA CATARINA,SUL
paraiso,3613,SANTA CATARINA,SUL
passo de torres,8370,SANTA CATARINA,SUL
passos maia,4243,SANTA CATARINA,SUL
paulo lopes,7360,SANTA CATARINA,SUL
pedras grandes,4026,SANTA CATARINA,SUL
penha,31025,SANTA CATARINA,SUL
peritiba,2855,SANTA CATARINA,SUL
pescaria brava,9980,SANTA CATARINA,SUL
petrolandia,6021,SANTA CATARINA,SUL
balneario picarras,21884,SANTA CATARINA,SUL
pinhalzinho,19511,SANTA CATARINA,SUL
pinheiro preto,3480,SANTA CATARINA,SUL
piratuba,4102,SANTA CATARINA,SUL
planalto alegre,2844,SANTA CATARINA,SUL
pomerode,32334,SANTA CATARINA,SUL
ponte alta,4767,SANTA CATARINA,SUL
ponte alta do norte,3413,SANTA CATARINA,SUL
ponte serrada,11545,SANTA CATARINA,SUL
porto belo,20294,SANTA CATARINA,SUL
porto uniao,35207,SANTA CATARINA,SUL
pouso redondo,16957,SANTA CATARINA,SUL
praia grande,7364,SANTA CATARINA,SUL
presidente castello branco,1610,SANTA CATARINA,SUL
presidente getulio,16996,SANTA CATARINA,SUL
presidente nereu,2304,SANTA CATARINA,SUL
princesa,2906,SANTA CATARINA,SUL
quilombo,10044,SANTA CATARINA,SUL
rancho queimado,2871,SANTA CATARINA,SUL
rio das antas,6246,SANTA CATARINA,SUL
rio do campo,6043,SANTA CATARINA,SUL
rio do oeste,7463,SANTA CATARINA,SUL
rio dos cedros,11431,SANTA CATARINA,SUL
rio do sul,69188,SANTA CATARINA,SUL
rio fortuna,4606,SANTA CATARINA,SUL
rio negrinho,42029,SANTA CATARINA,SUL
rio rufino,2489,SANTA CATARINA,SUL
riqueza,4670,SANTA CATARINA,SUL
rodeio,11488,SANTA CATARINA,SUL
romelandia,5022,SANTA CATARINA,SUL
salete,7634,SANTA CATARINA,SUL
saltinho,3847,SANTA CATARINA,SUL
salto veloso,4655,SANTA CATARINA,SUL
sangao,12233,SANTA CATARINA,SUL
santa cecilia,16701,SANTA CATARINA,SUL
santa helena,2266,SANTA CATARINA,SUL
santa rosa de lima,2139,SANTA CATARINA,SUL
santa rosa do sul,8356,SANTA CATARINA,SUL
santa terezinha,8846,SANTA CATARINA,SUL
santa terezinha do progresso,2557,SANTA CATARINA,SUL
santiago do sul,1317,SANTA CATARINA,SUL
santo amaro da imperatriz,22609,SANTA CATARINA,SUL
sao bernardino,2449,SANTA CATARINA,SUL
sao bento do sul,82842,SANTA CATARINA,SUL
sao bonifacio,2899,SANTA CATARINA,SUL
sao carlos,11132,SANTA CATARINA,SUL
sao cristovao do sul,5464,SANTA CATARINA,SUL
sao domingos,9502,SANTA CATARINA,SUL
sao francisco do sul,50701,SANTA CATARINA,SUL
sao joao do oeste,6309,SANTA CATARINA,SUL
sao joao batista,35065,SANTA CATARINA,SUL
sao joao do itaperiu,3690,SANTA CATARINA,SUL
sao joao do sul,7268,SANTA CATARINA,SUL
sao joaquim,26646,SANTA CATARINA,SUL
sao jose,239718,SANTA CATARINA,SUL
sao jose do cedro,13897,SANTA CATARINA,SUL
sao jose do cerrito,8588,SANTA CATARINA,SUL
sao lourenco do oeste,23698,SANTA CATARINA,SUL
sao ludgero,12934,SANTA CATARINA,SUL
sao martinho,3210,SANTA CATARINA,SUL
sao miguel da boa vista,1848,SANTA CATARINA,SUL
sao miguel do oeste,39793,SANTA CATARINA,SUL
sao pedro de alcantara,5602,SANTA CATARINA,SUL
saudades,9664,SANTA CATARINA,SUL
schroeder,20095,SANTA CATARINA,SUL
seara,17526,SANTA CATARINA,SUL
serra alta,3301,SANTA CATARINA,SUL
sideropolis,13870,SANTA CATARINA,SUL
sombrio,29710,SANTA CATARINA,SUL
sul brasil,2551,SANTA CATARINA,SUL
taio,18261,SANTA CATARINA,SUL
tangara,8738,SANTA CATARINA,SUL
tigrinhos,1695,SANTA CATARINA,SUL
tijucas,36931,SANTA CATARINA,SUL
timbe do sul,5377,SANTA CATARINA,SUL
timbo,42801,SANTA CATARINA,SUL
timbo grande,7767,SANTA CATARINA,SUL
tres barras,19146,SANTA CATARINA,SUL
treviso,3863,SANTA CATARINA,SUL
treze de maio,7098,SANTA CATARINA,SUL
treze tilias,7545,SANTA CATARINA,SUL
trombudo central,7211,SANTA CATARINA,SUL
tubarao,104457,SANTA CATARINA,SUL
tunapolis,4597,SANTA CATARINA,SUL
turvo,12746,SANTA CATARINA,SUL
uniao do oeste,2600,SANTA CATARINA,SUL
urubici,11191,SANTA CATARINA,SUL
urupema,2487,SANTA CATARINA,SUL
urussanga,21177,SANTA CATARINA,SUL
vargeao,3590,SANTA CATARINA,SUL
vargem,2543,SANTA CATARINA,SUL
vargem bonita,4597,SANTA CATARINA,SUL
vidal ramos,6356,SANTA CATARINA,SUL
videira,52066,SANTA CATARINA,SUL
vitor meireles,5056,SANTA CATARINA,SUL
witmarsum,3912,SANTA CATARINA,SUL
xanxere,49738,SANTA CATARINA,SUL
xavantina,4012,SANTA CATARINA,SUL
xaxim,28210,SANTA CATARINA,SUL
zortea,3300,SANTA CATARINA,SUL
balneario rincao,12403,SANTA CATARINA,SUL
acegua,4759,RIO GRANDE DO SUL,SUL
agua santa,3841,RIO GRANDE DO SUL,SUL
agudo,17085,RIO GRANDE DO SUL,SUL
ajuricaba,7358,RIO GRANDE DO SUL,SUL
alecrim,6736,RIO GRANDE DO SUL,SUL
alegrete,78003,RIO GRANDE DO SUL,SUL
alegria,4037,RIO GRANDE DO SUL,SUL
almirante tamandare do sul,2079,RIO GRANDE DO SUL,SUL
alpestre,7433,RIO GRANDE DO SUL,SUL
alto alegre,1803,RIO GRANDE DO SUL,SUL
alto feliz,3040,RIO GRANDE DO SUL,SUL
alvorada,208177,RIO GRANDE DO SUL,SUL
amaral ferrador,6854,RIO GRANDE DO SUL,SUL
ametista do sul,7576,RIO GRANDE DO SUL,SUL
andre da rocha,1306,RIO GRANDE DO SUL,SUL
anta gorda,6210,RIO GRANDE DO SUL,SUL
antonio prado,13306,RIO GRANDE DO SUL,SUL
arambare,3748,RIO GRANDE DO SUL,SUL
ararica,5395,RIO GRANDE DO SUL,SUL
aratiba,6601,RIO GRANDE DO SUL,SUL
arroio do meio,20272,RIO GRANDE DO SUL,SUL
arroio do sal,9050,RIO GRANDE DO SUL,SUL
arroio do padre,2906,RIO GRANDE DO SUL,SUL
arroio dos ratos,14255,RIO GRANDE DO SUL,SUL
arroio do tigre,13388,RIO GRANDE DO SUL,SUL
arroio grande,18922,RIO GRANDE DO SUL,SUL
arvorezinha,10614,RIO GRANDE DO SUL,SUL
augusto pestana,7091,RIO GRANDE DO SUL,SUL
aurea,3718,RIO GRANDE DO SUL,SUL
bage,122209,RIO GRANDE DO SUL,SUL
balneario pinhal,12671,RIO GRANDE DO SUL,SUL
barao,6109,RIO GRANDE DO SUL,SUL
barao de cotegipe,6763,RIO GRANDE DO SUL,SUL
barao do triunfo,7440,RIO GRANDE DO SUL,SUL
barracao,5474,RIO GRANDE DO SUL,SUL
barra do guarita,3253,RIO GRANDE DO SUL,SUL
barra do quarai,4223,RIO GRANDE DO SUL,SUL
barra do ribeiro,13365,RIO GRANDE DO SUL,SUL
barra do rio azul,1915,RIO GRANDE DO SUL,SUL
barra funda,2516,RIO GRANDE DO SUL,SUL
barros cassal,11486,RIO GRANDE DO SUL,SUL
benjamin constant do sul,2227,RIO GRANDE DO SUL,SUL
bento goncalves,115069,RIO GRANDE DO SUL,SUL
boa vista das missoes,2167,RIO GRANDE DO SUL,SUL
boa vista do burica,6829,RIO GRANDE DO SUL,SUL
boa vista do cadeado,2526,RIO GRANDE DO SUL,SUL
boa vista do incra,2579,RIO GRANDE DO SUL,SUL
boa vista do sul,2859,RIO GRANDE DO SUL,SUL
bom jesus,11773,RIO GRANDE DO SUL,SUL
bom principio,13189,RIO GRANDE DO SUL,SUL
bom progresso,2216,RIO GRANDE DO SUL,SUL
bom retiro do sul,12204,RIO GRANDE DO SUL,SUL
boqueirao do leao,7914,RIO GRANDE DO SUL,SUL
bossoroca,6801,RIO GRANDE DO SUL,SUL
bozano,2228,RIO GRANDE DO SUL,SUL
braga,3647,RIO GRANDE DO SUL,SUL
brochier,4996,RIO GRANDE DO SUL,SUL
butia,21247,RIO GRANDE DO SUL,SUL
cacapava do sul,34634,RIO GRANDE DO SUL,SUL
cacequi,13552,RIO GRANDE DO SUL,SUL
cachoeira do sul,85495,RIO GRANDE DO SUL,SUL
cachoeirinha,127318,RIO GRANDE DO SUL,SUL
cacique doble,5100,RIO GRANDE DO SUL,SUL
caibate,5042,RIO GRANDE DO SUL,SUL
caicara,5064,RIO GRANDE DO SUL,SUL
camaqua,66215,RIO GRANDE DO SUL,SUL
camargo,2733,RIO GRANDE DO SUL,SUL
cambara do sul,6680,RIO GRANDE DO SUL,SUL
campestre da serra,3407,RIO GRANDE DO SUL,SUL
campina das missoes,5994,RIO GRANDE DO SUL,SUL
campinas do sul,5641,RIO GRANDE DO SUL,SUL
campo bom,64914,RIO GRANDE DO SUL,SUL
campo novo,5161,RIO GRANDE DO SUL,SUL
campos borges,3514,RIO GRANDE DO SUL,SUL
candelaria,31603,RIO GRANDE DO SUL,SUL
candido godoi,6567,RIO GRANDE DO SUL,SUL
candiota,9406,RIO GRANDE DO SUL,SUL
canela,43062,RIO GRANDE DO SUL,SUL
cangucu,56103,RIO GRANDE DO SUL,SUL
canoas,343853,RIO GRANDE DO SUL,SUL
canudos do vale,1817,RIO GRANDE DO SUL,SUL
capao bonito do sul,1758,RIO GRANDE DO SUL,SUL
capao da canoa,48401,RIO GRANDE DO SUL,SUL
capao do cipo,3449,RIO GRANDE DO SUL,SUL
capao do leao,25495,RIO GRANDE DO SUL,SUL
capivari do sul,4362,RIO GRANDE DO SUL,SUL
capela de santana,11455,RIO GRANDE DO SUL,SUL
capitao,2769,RIO GRANDE DO SUL,SUL
carazinho,62339,RIO GRANDE DO SUL,SUL
caraa,7971,RIO GRANDE DO SUL,SUL
carlos barbosa,28091,RIO GRANDE DO SUL,SUL
carlos gomes,1547,RIO GRANDE DO SUL,SUL
casca,9079,RIO GRANDE DO SUL,SUL
caseiros,3185,RIO GRANDE DO SUL,SUL
catuipe,9335,RIO GRANDE DO SUL,SUL
caxias do sul,483377,RIO GRANDE DO SUL,SUL
centenario,3016,RIO GRANDE DO SUL,SUL
cerrito,6443,RIO GRANDE DO SUL,SUL
cerro branco,4694,RIO GRANDE DO SUL,SUL
cerro grande,2437,RIO GRANDE DO SUL,SUL
cerro grande do sul,11486,RIO GRANDE DO SUL,SUL
cerro largo,14069,RIO GRANDE DO SUL,SUL
chapada,9597,RIO GRANDE DO SUL,SUL
charqueadas,38899,RIO GRANDE DO SUL,SUL
charrua,3482,RIO GRANDE DO SUL,SUL
chiapetta,4026,RIO GRANDE DO SUL,SUL
chui,6456,RIO GRANDE DO SUL,SUL
chuvisca,5319,RIO GRANDE DO SUL,SUL
cidreira,14710,RIO GRANDE DO SUL,SUL
ciriaco,4983,RIO GRANDE DO SUL,SUL
colinas,2499,RIO GRANDE DO SUL,SUL
colorado,3478,RIO GRANDE DO SUL,SUL
condor,6836,RIO GRANDE DO SUL,SUL
constantina,10109,RIO GRANDE DO SUL,SUL
coqueiro baixo,1559,RIO GRANDE DO SUL,SUL
coqueiros do sul,2458,RIO GRANDE DO SUL,SUL
coronel barros,2559,RIO GRANDE DO SUL,SUL
coronel bicaco,7776,RIO GRANDE DO SUL,SUL
coronel pilar,1728,RIO GRANDE DO SUL,SUL
cotipora,4000,RIO GRANDE DO SUL,SUL
coxilha,2876,RIO GRANDE DO SUL,SUL
crissiumal,14195,RIO GRANDE DO SUL,SUL
cristal,7831,RIO GRANDE DO SUL,SUL
cristal do sul,2918,RIO GRANDE DO SUL,SUL
cruz alta,63463,RIO GRANDE DO SUL,SUL
cruzaltense,2059,RIO GRANDE DO SUL,SUL
cruzeiro do sul,12258,RIO GRANDE DO SUL,SUL
david canabarro,4844,RIO GRANDE DO SUL,SUL
derrubadas,3102,RIO GRANDE DO SUL,SUL
dezesseis de novembro,2744,RIO GRANDE DO SUL,SUL
dilermando de aguiar,3130,RIO GRANDE DO SUL,SUL
dois irmaos,30753,RIO GRANDE DO SUL,SUL
dois irmaos das missoes,2158,RIO GRANDE DO SUL,SUL
dois lajeados,3430,RIO GRANDE DO SUL,SUL
dom feliciano,15279,RIO GRANDE DO SUL,SUL
dom pedro de alcantara,2617,RIO GRANDE DO SUL,SUL
dom pedrito,39822,RIO GRANDE DO SUL,SUL
dona francisca,3331,RIO GRANDE DO SUL,SUL
doutor mauricio cardoso,5110,RIO GRANDE DO SUL,SUL
doutor ricardo,2071,RIO GRANDE DO SUL,SUL
eldorado do sul,38581,RIO GRANDE DO SUL,SUL
encantado,22128,RIO GRANDE DO SUL,SUL
encruzilhada do sul,25872,RIO GRANDE DO SUL,SUL
engenho velho,1340,RIO GRANDE DO SUL,SUL
entre-ijuis,8981,RIO GRANDE DO SUL,SUL
entre rios do sul,3035,RIO GRANDE DO SUL,SUL
erebango,3066,RIO GRANDE DO SUL,SUL
erechim,103437,RIO GRANDE DO SUL,SUL
ernestina,3215,RIO GRANDE DO SUL,SUL
herval,6980,RIO GRANDE DO SUL,SUL
erval grande,5170,RIO GRANDE DO SUL,SUL
erval seco,7660,RIO GRANDE DO SUL,SUL
esmeralda,3313,RIO GRANDE DO SUL,SUL
esperanca do sul,3204,RIO GRANDE DO SUL,SUL
espumoso,15843,RIO GRANDE DO SUL,SUL
estacao,6161,RIO GRANDE DO SUL,SUL
estancia velha,47287,RIO GRANDE DO SUL,SUL
esteio,84237,RIO GRANDE DO SUL,SUL
estrela,33140,RIO GRANDE DO SUL,SUL
estrela velha,3745,RIO GRANDE DO SUL,SUL
eugenio de castro,2699,RIO GRANDE DO SUL,SUL
fagundes varela,2724,RIO GRANDE DO SUL,SUL
farroupilha,69542,RIO GRANDE DO SUL,SUL
faxinal do soturno,6867,RIO GRANDE DO SUL,SUL
faxinalzinho,2523,RIO GRANDE DO SUL,SUL
fazenda vilanova,4194,RIO GRANDE DO SUL,SUL
feliz,13273,RIO GRANDE DO SUL,SUL
flores da cunha,29603,RIO GRANDE DO SUL,SUL
floriano peixoto,1958,RIO GRANDE DO SUL,SUL
fontoura xavier,10836,RIO GRANDE DO SUL,SUL
formigueiro,7053,RIO GRANDE DO SUL,SUL
forquetinha,2519,RIO GRANDE DO SUL,SUL
fortaleza dos valos,4588,RIO GRANDE DO SUL,SUL
frederico westphalen,30832,RIO GRANDE DO SUL,SUL
garibaldi,33624,RIO GRANDE DO SUL,SUL
garruchos,3182,RIO GRANDE DO SUL,SUL
gaurama,5878,RIO GRANDE DO SUL,SUL
general camara,8663,RIO GRANDE DO SUL,SUL
gentil,1705,RIO GRANDE DO SUL,SUL
getulio vargas,16648,RIO GRANDE DO SUL,SUL
girua,17069,RIO GRANDE DO SUL,SUL
glorinha,7654,RIO GRANDE DO SUL,SUL
gramado,35047,RIO GRANDE DO SUL,SUL
gramado dos loureiros,2247,RIO GRANDE DO SUL,SUL
gramado xavier,4251,RIO GRANDE DO SUL,SUL
gravatai,275146,RIO GRANDE DO SUL,SUL
guabiju,1600,RIO GRANDE DO SUL,SUL
guaiba,99334,RIO GRANDE DO SUL,SUL
guapore,24836,RIO GRANDE DO SUL,SUL
guarani das missoes,8080,RIO GRANDE DO SUL,SUL
harmonia,4664,RIO GRANDE DO SUL,SUL
herveiras,3070,RIO GRANDE DO SUL,SUL
horizontina,19338,RIO GRANDE DO SUL,SUL
hulha negra,6561,RIO GRANDE DO SUL,SUL
humaita,4988,RIO GRANDE DO SUL,SUL
ibarama,4519,RIO GRANDE DO SUL,SUL
ibiaca,4846,RIO GRANDE DO SUL,SUL
ibiraiaras,7458,RIO GRANDE DO SUL,SUL
ibirapuita,4155,RIO GRANDE DO SUL,SUL
ibiruba,20355,RIO GRANDE DO SUL,SUL
igrejinha,34903,RIO GRANDE DO SUL,SUL
ijui,83330,RIO GRANDE DO SUL,SUL
ilopolis,4202,RIO GRANDE DO SUL,SUL
imbe,20578,RIO GRANDE DO SUL,SUL
imigrante,3157,RIO GRANDE DO SUL,SUL
independencia,6598,RIO GRANDE DO SUL,SUL
inhacora,2312,RIO GRANDE DO SUL,SUL
ipe,6482,RIO GRANDE DO SUL,SUL
ipiranga do sul,1975,RIO GRANDE DO SUL,SUL
irai,7921,RIO GRANDE DO SUL,SUL
itaara,5384,RIO GRANDE DO SUL,SUL
itacurubi,3552,RIO GRANDE DO SUL,SUL
itapuca,2295,RIO GRANDE DO SUL,SUL
itaqui,39012,RIO GRANDE DO SUL,SUL
itati,2583,RIO GRANDE DO SUL,SUL
itatiba do sul,3896,RIO GRANDE DO SUL,SUL
ivora,2104,RIO GRANDE DO SUL,SUL
ivoti,22514,RIO GRANDE DO SUL,SUL
jaboticaba,4082,RIO GRANDE DO SUL,SUL
jacuizinho,2666,RIO GRANDE DO SUL,SUL
jacutinga,3704,RIO GRANDE DO SUL,SUL
jaguarao,28156,RIO GRANDE DO SUL,SUL
jaguari,11514,RIO GRANDE DO SUL,SUL
jaquirana,4083,RIO GRANDE DO SUL,SUL
jari,3645,RIO GRANDE DO SUL,SUL
joia,8679,RIO GRANDE DO SUL,SUL
julio de castilhos,20012,RIO GRANDE DO SUL,SUL
lagoa bonita do sul,2852,RIO GRANDE DO SUL,SUL
lagoao,6516,RIO GRANDE DO SUL,SUL
lagoa dos tres cantos,1650,RIO GRANDE DO SUL,SUL
lagoa vermelha,28454,RIO GRANDE DO SUL,SUL
lajeado,79819,RIO GRANDE DO SUL,SUL
lajeado do bugre,2596,RIO GRANDE DO SUL,SUL
lavras do sul,7807,RIO GRANDE DO SUL,SUL
liberato salzano,5686,RIO GRANDE DO SUL,SUL
lindolfo collor,5765,RIO GRANDE DO SUL,SUL
linha nova,1712,RIO GRANDE DO SUL,SUL
machadinho,5640,RIO GRANDE DO SUL,SUL
macambara,4804,RIO GRANDE DO SUL,SUL
mampituba,3079,RIO GRANDE DO SUL,SUL
manoel viana,7383,RIO GRANDE DO SUL,SUL
maquine,7016,RIO GRANDE DO SUL,SUL
marata,2677,RIO GRANDE DO SUL,SUL
marau,41059,RIO GRANDE DO SUL,SUL
marcelino ramos,4941,RIO GRANDE DO SUL,SUL
mariana pimentel,3932,RIO GRANDE DO SUL,SUL
mariano moro,2190,RIO GRANDE DO SUL,SUL
marques de souza,4159,RIO GRANDE DO SUL,SUL
mata,5124,RIO GRANDE DO SUL,SUL
mato castelhano,2574,RIO GRANDE DO SUL,SUL
mato leitao,4276,RIO GRANDE DO SUL,SUL
mato queimado,1780,RIO GRANDE DO SUL,SUL
maximiliano de almeida,4804,RIO GRANDE DO SUL,SUL
minas do leao,8059,RIO GRANDE DO SUL,SUL
miraguai,4975,RIO GRANDE DO SUL,SUL
montauri,1545,RIO GRANDE DO SUL,SUL
monte alegre dos campos,3249,RIO GRANDE DO SUL,SUL
monte belo do sul,2689,RIO GRANDE DO SUL,SUL
montenegro,63868,RIO GRANDE DO SUL,SUL
mormaco,2986,RIO GRANDE DO SUL,SUL
morrinhos do sul,3166,RIO GRANDE DO SUL,SUL
morro redondo,6566,RIO GRANDE DO SUL,SUL
morro reuter,6183,RIO GRANDE DO SUL,SUL
mostardas,12794,RIO GRANDE DO SUL,SUL
mucum,5006,RIO GRANDE DO SUL,SUL
muitos capoes,3156,RIO GRANDE DO SUL,SUL
muliterno,1903,RIO GRANDE DO SUL,SUL
nao-me-toque,17185,RIO GRANDE DO SUL,SUL
nicolau vergueiro,1752,RIO GRANDE DO SUL,SUL
nonoai,12247,RIO GRANDE DO SUL,SUL
nova alvorada,3481,RIO GRANDE DO SUL,SUL
nova araca,4471,RIO GRANDE DO SUL,SUL
nova bassano,9599,RIO GRANDE DO SUL,SUL
nova boa vista,1932,RIO GRANDE DO SUL,SUL
nova brescia,3344,RIO GRANDE DO SUL,SUL
nova candelaria,2807,RIO GRANDE DO SUL,SUL
nova esperanca do sul,5125,RIO GRANDE DO SUL,SUL
nova hartz,20405,RIO GRANDE DO SUL,SUL
nova padua,2568,RIO GRANDE DO SUL,SUL
nova palma,6605,RIO GRANDE DO SUL,SUL
nova petropolis,20675,RIO GRANDE DO SUL,SUL
nova prata,25559,RIO GRANDE DO SUL,SUL
nova ramada,2417,RIO GRANDE DO SUL,SUL
nova roma do sul,3603,RIO GRANDE DO SUL,SUL
nova santa rita,26450,RIO GRANDE DO SUL,SUL
novo cabrais,4125,RIO GRANDE DO SUL,SUL
novo hamburgo,249508,RIO GRANDE DO SUL,SUL
novo machado,3757,RIO GRANDE DO SUL,SUL
novo tiradentes,2312,RIO GRANDE DO SUL,SUL
novo xingu,1790,RIO GRANDE DO SUL,SUL
novo barreiro,4181,RIO GRANDE DO SUL,SUL
osorio,44468,RIO GRANDE DO SUL,SUL
paim filho,4172,RIO GRANDE DO SUL,SUL
palmares do sul,11449,RIO GRANDE DO SUL,SUL
palmeira das missoes,34844,RIO GRANDE DO SUL,SUL
palmitinho,7184,RIO GRANDE DO SUL,SUL
panambi,41781,RIO GRANDE DO SUL,SUL
pantano grande,9845,RIO GRANDE DO SUL,SUL
parai,7404,RIO GRANDE DO SUL,SUL
paraiso do sul,7677,RIO GRANDE DO SUL,SUL
pareci novo,3760,RIO GRANDE DO SUL,SUL
parobe,56277,RIO GRANDE DO SUL,SUL
passa sete,5554,RIO GRANDE DO SUL,SUL
passo do sobrado,6430,RIO GRANDE DO SUL,SUL
passo fundo,198799,RIO GRANDE DO SUL,SUL
paulo bento,2308,RIO GRANDE DO SUL,SUL
paverama,8485,RIO GRANDE DO SUL,SUL
pedras altas,2168,RIO GRANDE DO SUL,SUL
pedro osorio,7999,RIO GRANDE DO SUL,SUL
pejucara,4043,RIO GRANDE DO SUL,SUL
pelotas,344385,RIO GRANDE DO SUL,SUL
picada cafe,5595,RIO GRANDE DO SUL,SUL
pinhal,2616,RIO GRANDE DO SUL,SUL
pinhal da serra,2104,RIO GRANDE DO SUL,SUL
pinhal grande,4544,RIO GRANDE DO SUL,SUL
pinheirinho do vale,4803,RIO GRANDE DO SUL,SUL
pinheiro machado,12913,RIO GRANDE DO SUL,SUL
pinto bandeira,2868,RIO GRANDE DO SUL,SUL
pirapo,2625,RIO GRANDE DO SUL,SUL
piratini,20799,RIO GRANDE DO SUL,SUL
planalto,10623,RIO GRANDE DO SUL,SUL
poco das antas,2112,RIO GRANDE DO SUL,SUL
pontao,3990,RIO GRANDE DO SUL,SUL
ponte preta,1706,RIO GRANDE DO SUL,SUL
portao,34692,RIO GRANDE DO SUL,SUL
porto alegre,1484941,RIO GRANDE DO SUL,SUL
porto lucena,5227,RIO GRANDE DO SUL,SUL
porto maua,2536,RIO GRANDE DO SUL,SUL
porto vera cruz,1676,RIO GRANDE DO SUL,SUL
porto xavier,10718,RIO GRANDE DO SUL,SUL
pouso novo,1819,RIO GRANDE DO SUL,SUL
presidente lucena,2752,RIO GRANDE DO SUL,SUL
progresso,6379,RIO GRANDE DO SUL,SUL
protasio alves,2034,RIO GRANDE DO SUL,SUL
putinga,4159,RIO GRANDE DO SUL,SUL
quarai,23532,RIO GRANDE DO SUL,SUL
quatro irmaos,1856,RIO GRANDE DO SUL,SUL
quevedos,2824,RIO GRANDE DO SUL,SUL
quinze de novembro,3826,RIO GRANDE DO SUL,SUL
redentora,11187,RIO GRANDE DO SUL,SUL
relvado,2187,RIO GRANDE DO SUL,SUL
restinga seca,16315,RIO GRANDE DO SUL,SUL
rio dos indios,3317,RIO GRANDE DO SUL,SUL
rio grande,209378,RIO GRANDE DO SUL,SUL
