cidade, populacao ,estado,regiao
rio pardo,39000,RIO GRANDE DO SUL,SUL
riozinho,4607,RIO GRANDE DO SUL,SUL
roca sales,11101,RIO GRANDE DO SUL,SUL
rodeio bonito,5967,RIO GRANDE DO SUL,SUL
rolador,2515,RIO GRANDE DO SUL,SUL
rolante,20920,RIO GRANDE DO SUL,SUL
ronda alta,10695,RIO GRANDE DO SUL,SUL
rondinha,5497,RIO GRANDE DO SUL,SUL
roque gonzales,7245,RIO GRANDE DO SUL,SUL
rosario do sul,40727,RIO GRANDE DO SUL,SUL
sagrada familia,2676,RIO GRANDE DO SUL,SUL
saldanha marinho,2849,RIO GRANDE DO SUL,SUL
salto do jacui,12490,RIO GRANDE DO SUL,SUL
salvador das missoes,2776,RIO GRANDE DO SUL,SUL
salvador do sul,7434,RIO GRANDE DO SUL,SUL
sananduva,16237,RIO GRANDE DO SUL,SUL
santa barbara do sul,8694,RIO GRANDE DO SUL,SUL
santa cecilia do sul,1695,RIO GRANDE DO SUL,SUL
santa clara do sul,6285,RIO GRANDE DO SUL,SUL
santa cruz do sul,127429,RIO GRANDE DO SUL,SUL
santa maria,278445,RIO GRANDE DO SUL,SUL
santa maria do herval,6358,RIO GRANDE DO SUL,SUL
santa margarida do sul,2519,RIO GRANDE DO SUL,SUL
santana da boa vista,8414,RIO GRANDE DO SUL,SUL
santana do livramento,82312,RIO GRANDE DO SUL,SUL
santa rosa,72753,RIO GRANDE DO SUL,SUL
santa tereza,1780,RIO GRANDE DO SUL,SUL
santa vitoria do palmar,31274,RIO GRANDE DO SUL,SUL
santiago,50658,RIO GRANDE DO SUL,SUL
santo angelo,79101,RIO GRANDE DO SUL,SUL
santo antonio do palma,2196,RIO GRANDE DO SUL,SUL
santo antonio da patrulha,42333,RIO GRANDE DO SUL,SUL
santo antonio das missoes,11051,RIO GRANDE DO SUL,SUL
santo antonio do planalto,2059,RIO GRANDE DO SUL,SUL
santo augusto,14334,RIO GRANDE DO SUL,SUL
santo cristo,14738,RIO GRANDE DO SUL,SUL
santo expedito do sul,2468,RIO GRANDE DO SUL,SUL
sao borja,62808,RIO GRANDE DO SUL,SUL
sao domingos do sul,3080,RIO GRANDE DO SUL,SUL
sao francisco de assis,19382,RIO GRANDE DO SUL,SUL
sao francisco de paula,21679,RIO GRANDE DO SUL,SUL
sao gabriel,62957,RIO GRANDE DO SUL,SUL
sao jeronimo,23763,RIO GRANDE DO SUL,SUL
sao joao da urtiga,4831,RIO GRANDE DO SUL,SUL
sao joao do polesine,2646,RIO GRANDE DO SUL,SUL
sao jorge,2842,RIO GRANDE DO SUL,SUL
sao jose das missoes,2714,RIO GRANDE DO SUL,SUL
sao jose do herval,2158,RIO GRANDE DO SUL,SUL
sao jose do hortencio,4543,RIO GRANDE DO SUL,SUL
sao jose do inhacora,2205,RIO GRANDE DO SUL,SUL
sao jose do norte,27206,RIO GRANDE DO SUL,SUL
sao jose do ouro,7117,RIO GRANDE DO SUL,SUL
sao jose do sul,2298,RIO GRANDE DO SUL,SUL
sao jose dos ausentes,3496,RIO GRANDE DO SUL,SUL
sao leopoldo,230914,RIO GRANDE DO SUL,SUL
sao lourenco do sul,44580,RIO GRANDE DO SUL,SUL
sao luiz gonzaga,35057,RIO GRANDE DO SUL,SUL
sao marcos,21364,RIO GRANDE DO SUL,SUL
sao martinho,5779,RIO GRANDE DO SUL,SUL
sao martinho da serra,3309,RIO GRANDE DO SUL,SUL
sao miguel das missoes,7754,RIO GRANDE DO SUL,SUL
sao nicolau,5677,RIO GRANDE DO SUL,SUL
sao paulo das missoes,6280,RIO GRANDE DO SUL,SUL
sao pedro da serra,3639,RIO GRANDE DO SUL,SUL
sao pedro das missoes,1998,RIO GRANDE DO SUL,SUL
sao pedro do butia,2991,RIO GRANDE DO SUL,SUL
sao pedro do sul,16763,RIO GRANDE DO SUL,SUL
sao sebastiao do cai,24967,RIO GRANDE DO SUL,SUL
sao sepe,24403,RIO GRANDE DO SUL,SUL
sao valentim,3581,RIO GRANDE DO SUL,SUL
sao valentim do sul,2265,RIO GRANDE DO SUL,SUL
sao valerio do sul,2760,RIO GRANDE DO SUL,SUL
sao vendelino,2154,RIO GRANDE DO SUL,SUL
sao vicente do sul,8817,RIO GRANDE DO SUL,SUL
sapiranga,80311,RIO GRANDE DO SUL,SUL
sapucaia do sul,139476,RIO GRANDE DO SUL,SUL
sarandi,23398,RIO GRANDE DO SUL,SUL
seberi,11144,RIO GRANDE DO SUL,SUL
sede nova,3050,RIO GRANDE DO SUL,SUL
segredo,7428,RIO GRANDE DO SUL,SUL
selbach,5152,RIO GRANDE DO SUL,SUL
senador salgado filho,2880,RIO GRANDE DO SUL,SUL
sentinela do sul,5528,RIO GRANDE DO SUL,SUL
serafina correa,16184,RIO GRANDE DO SUL,SUL
serio,2198,RIO GRANDE DO SUL,SUL
sertao,6065,RIO GRANDE DO SUL,SUL
sertao santana,6317,RIO GRANDE DO SUL,SUL
sete de setembro,2114,RIO GRANDE DO SUL,SUL
severiano de almeida,3868,RIO GRANDE DO SUL,SUL
silveira martins,2481,RIO GRANDE DO SUL,SUL
sinimbu,10408,RIO GRANDE DO SUL,SUL
sobradinho,15018,RIO GRANDE DO SUL,SUL
soledade,31361,RIO GRANDE DO SUL,SUL
tabai,4526,RIO GRANDE DO SUL,SUL
tapejara,22077,RIO GRANDE DO SUL,SUL
tapera,10814,RIO GRANDE DO SUL,SUL
tapes,17425,RIO GRANDE DO SUL,SUL
taquara,57544,RIO GRANDE DO SUL,SUL
taquari,27207,RIO GRANDE DO SUL,SUL
taquarucu do sul,3101,RIO GRANDE DO SUL,SUL
tavares,5567,RIO GRANDE DO SUL,SUL
tenente portela,14008,RIO GRANDE DO SUL,SUL
terra de areia,10783,RIO GRANDE DO SUL,SUL
teutonia,30846,RIO GRANDE DO SUL,SUL
tio hugo,2946,RIO GRANDE DO SUL,SUL
tiradentes do sul,6294,RIO GRANDE DO SUL,SUL
toropi,2970,RIO GRANDE DO SUL,SUL
torres,37564,RIO GRANDE DO SUL,SUL
tramandai,47521,RIO GRANDE DO SUL,SUL
travesseiro,2391,RIO GRANDE DO SUL,SUL
tres arroios,2851,RIO GRANDE DO SUL,SUL
tres cachoeiras,10904,RIO GRANDE DO SUL,SUL
tres coroas,26589,RIO GRANDE DO SUL,SUL
tres de maio,24497,RIO GRANDE DO SUL,SUL
tres forquilhas,2898,RIO GRANDE DO SUL,SUL
tres palmeiras,4457,RIO GRANDE DO SUL,SUL
tres passos,24632,RIO GRANDE DO SUL,SUL
trindade do sul,5961,RIO GRANDE DO SUL,SUL
triunfo,28289,RIO GRANDE DO SUL,SUL
tucunduva,5965,RIO GRANDE DO SUL,SUL
tunas,4604,RIO GRANDE DO SUL,SUL
tupanci do sul,1573,RIO GRANDE DO SUL,SUL
tupancireta,23705,RIO GRANDE DO SUL,SUL
tupandi,4472,RIO GRANDE DO SUL,SUL
tuparendi,8494,RIO GRANDE DO SUL,SUL
turucu,3585,RIO GRANDE DO SUL,SUL
ubiretama,2232,RIO GRANDE DO SUL,SUL
uniao da serra,1374,RIO GRANDE DO SUL,SUL
unistalda,2467,RIO GRANDE DO SUL,SUL
uruguaiana,129784,RIO GRANDE DO SUL,SUL
vacaria,65397,RIO GRANDE DO SUL,SUL
vale verde,3461,RIO GRANDE DO SUL,SUL
vale do sol,11727,RIO GRANDE DO SUL,SUL
vale real,5638,RIO GRANDE DO SUL,SUL
vanini,2101,RIO GRANDE DO SUL,SUL
venancio aires,70481,RIO GRANDE DO SUL,SUL
vera cruz,26024,RIO GRANDE DO SUL,SUL
veranopolis,25073,RIO GRANDE DO SUL,SUL
vespasiano correa,1956,RIO GRANDE DO SUL,SUL
viadutos,5205,RIO GRANDE DO SUL,SUL
viamao,253717,RIO GRANDE DO SUL,SUL
vicente dutra,5152,RIO GRANDE DO SUL,SUL
victor graeff,3051,RIO GRANDE DO SUL,SUL
vila flores,3382,RIO GRANDE DO SUL,SUL
vila langaro,2185,RIO GRANDE DO SUL,SUL
vila maria,4407,RIO GRANDE DO SUL,SUL
vila nova do sul,4370,RIO GRANDE DO SUL,SUL
vista alegre,2877,RIO GRANDE DO SUL,SUL
vista alegre do prata,1611,RIO GRANDE DO SUL,SUL
vista gaucha,2882,RIO GRANDE DO SUL,SUL
vitoria das missoes,3422,RIO GRANDE DO SUL,SUL
westfalia,2977,RIO GRANDE DO SUL,SUL
xangri-la,14650,RIO GRANDE DO SUL,SUL
agua clara,14992,MATO GROSSO DO SUL,CENTRO-OESTE
alcinopolis,5188,MATO GROSSO DO SUL,CENTRO-OESTE
amambai,38465,MATO GROSSO DO SUL,CENTRO-OESTE
anastacio,24954,MATO GROSSO DO SUL,CENTRO-OESTE
anaurilandia,8927,MATO GROSSO DO SUL,CENTRO-OESTE
angelica,10458,MATO GROSSO DO SUL,CENTRO-OESTE
antonio joao,8808,MATO GROSSO DO SUL,CENTRO-OESTE
aparecida do taboado,25072,MATO GROSSO DO SUL,CENTRO-OESTE
aquidauana,47482,MATO GROSSO DO SUL,CENTRO-OESTE
aral moreira,11771,MATO GROSSO DO SUL,CENTRO-OESTE
bandeirantes,6795,MATO GROSSO DO SUL,CENTRO-OESTE
bataguassu,22389,MATO GROSSO DO SUL,CENTRO-OESTE
bataypora,11248,MATO GROSSO DO SUL,CENTRO-OESTE
bela vista,24331,MATO GROSSO DO SUL,CENTRO-OESTE
bodoquena,7820,MATO GROSSO DO SUL,CENTRO-OESTE
bonito,21483,MATO GROSSO DO SUL,CENTRO-OESTE
brasilandia,11864,MATO GROSSO DO SUL,CENTRO-OESTE
caarapo,29292,MATO GROSSO DO SUL,CENTRO-OESTE
camapua,13694,MATO GROSSO DO SUL,CENTRO-OESTE
campo grande,874210,MATO GROSSO DO SUL,CENTRO-OESTE
caracol,5972,MATO GROSSO DO SUL,CENTRO-OESTE
cassilandia,21748,MATO GROSSO DO SUL,CENTRO-OESTE
chapadao do sul,23940,MATO GROSSO DO SUL,CENTRO-OESTE
corguinho,5730,MATO GROSSO DO SUL,CENTRO-OESTE
coronel sapucaia,15016,MATO GROSSO DO SUL,CENTRO-OESTE
corumba,109899,MATO GROSSO DO SUL,CENTRO-OESTE
costa rica,20159,MATO GROSSO DO SUL,CENTRO-OESTE
coxim,33323,MATO GROSSO DO SUL,CENTRO-OESTE
deodapolis,12773,MATO GROSSO DO SUL,CENTRO-OESTE
dois irmaos do buriti,11132,MATO GROSSO DO SUL,CENTRO-OESTE
douradina,5827,MATO GROSSO DO SUL,CENTRO-OESTE
dourados,218069,MATO GROSSO DO SUL,CENTRO-OESTE
eldorado,12224,MATO GROSSO DO SUL,CENTRO-OESTE
fatima do sul,19181,MATO GROSSO DO SUL,CENTRO-OESTE
figueirao,3027,MATO GROSSO DO SUL,CENTRO-OESTE
gloria de dourados,9960,MATO GROSSO DO SUL,CENTRO-OESTE
guia lopes da laguna,9991,MATO GROSSO DO SUL,CENTRO-OESTE
iguatemi,15838,MATO GROSSO DO SUL,CENTRO-OESTE
inocencia,7618,MATO GROSSO DO SUL,CENTRO-OESTE
itapora,23539,MATO GROSSO DO SUL,CENTRO-OESTE
itaquirai,20637,MATO GROSSO DO SUL,CENTRO-OESTE
ivinhema,23021,MATO GROSSO DO SUL,CENTRO-OESTE
japora,8836,MATO GROSSO DO SUL,CENTRO-OESTE
jaraguari,7019,MATO GROSSO DO SUL,CENTRO-OESTE
jardim,25758,MATO GROSSO DO SUL,CENTRO-OESTE
jatei,4025,MATO GROSSO DO SUL,CENTRO-OESTE
juti,6553,MATO GROSSO DO SUL,CENTRO-OESTE
ladario,22590,MATO GROSSO DO SUL,CENTRO-OESTE
laguna carapa,7177,MATO GROSSO DO SUL,CENTRO-OESTE
maracaju,44994,MATO GROSSO DO SUL,CENTRO-OESTE
miranda,27525,MATO GROSSO DO SUL,CENTRO-OESTE
mundo novo,18103,MATO GROSSO DO SUL,CENTRO-OESTE
navirai,53188,MATO GROSSO DO SUL,CENTRO-OESTE
nioaque,14092,MATO GROSSO DO SUL,CENTRO-OESTE
nova alvorada do sul,20772,MATO GROSSO DO SUL,CENTRO-OESTE
nova andradina,52625,MATO GROSSO DO SUL,CENTRO-OESTE
novo horizonte do sul,4041,MATO GROSSO DO SUL,CENTRO-OESTE
paraiso das aguas,5350,MATO GROSSO DO SUL,CENTRO-OESTE
paranaiba,41755,MATO GROSSO DO SUL,CENTRO-OESTE
paranhos,13852,MATO GROSSO DO SUL,CENTRO-OESTE
pedro gomes,7683,MATO GROSSO DO SUL,CENTRO-OESTE
ponta pora,89592,MATO GROSSO DO SUL,CENTRO-OESTE
porto murtinho,16879,MATO GROSSO DO SUL,CENTRO-OESTE
ribas do rio pardo,23881,MATO GROSSO DO SUL,CENTRO-OESTE
rio brilhante,36144,MATO GROSSO DO SUL,CENTRO-OESTE
rio negro,4834,MATO GROSSO DO SUL,CENTRO-OESTE
rio verde de mato grosso,19569,MATO GROSSO DO SUL,CENTRO-OESTE
rochedo,5346,MATO GROSSO DO SUL,CENTRO-OESTE
santa rita do pardo,7732,MATO GROSSO DO SUL,CENTRO-OESTE
sao gabriel do oeste,25898,MATO GROSSO DO SUL,CENTRO-OESTE
sete quedas,10790,MATO GROSSO DO SUL,CENTRO-OESTE
selviria,6482,MATO GROSSO DO SUL,CENTRO-OESTE
sidrolandia,54575,MATO GROSSO DO SUL,CENTRO-OESTE
sonora,18393,MATO GROSSO DO SUL,CENTRO-OESTE
tacuru,11284,MATO GROSSO DO SUL,CENTRO-OESTE
taquarussu,3570,MATO GROSSO DO SUL,CENTRO-OESTE
terenos,20855,MATO GROSSO DO SUL,CENTRO-OESTE
tres lagoas,117477,MATO GROSSO DO SUL,CENTRO-OESTE
vicentina,6041,MATO GROSSO DO SUL,CENTRO-OESTE
acorizal,5269,MATO GROSSO,CENTRO-OESTE
agua boa,24501,MATO GROSSO,CENTRO-OESTE
alta floresta,50189,MATO GROSSO,CENTRO-OESTE
alto araguaia,18164,MATO GROSSO,CENTRO-OESTE
alto boa vista,6466,MATO GROSSO,CENTRO-OESTE
alto garcas,11532,MATO GROSSO,CENTRO-OESTE
alto paraguai,10921,MATO GROSSO,CENTRO-OESTE
alto taquari,10246,MATO GROSSO,CENTRO-OESTE
apiacas,9694,MATO GROSSO,CENTRO-OESTE
araguaiana,3036,MATO GROSSO,CENTRO-OESTE
araguainha,931,MATO GROSSO,CENTRO-OESTE
araputanga,16223,MATO GROSSO,CENTRO-OESTE
arenapolis,9455,MATO GROSSO,CENTRO-OESTE
aripuana,21357,MATO GROSSO,CENTRO-OESTE
barao de melgaco,7872,MATO GROSSO,CENTRO-OESTE
barra do bugres,33644,MATO GROSSO,CENTRO-OESTE
barra do garcas,58974,MATO GROSSO,CENTRO-OESTE
bom jesus do araguaia,6266,MATO GROSSO,CENTRO-OESTE
brasnorte,18688,MATO GROSSO,CENTRO-OESTE
caceres,91271,MATO GROSSO,CENTRO-OESTE
campinapolis,15386,MATO GROSSO,CENTRO-OESTE
campo novo do parecis,33551,MATO GROSSO,CENTRO-OESTE
campo verde,39933,MATO GROSSO,CENTRO-OESTE
campos de julio,6512,MATO GROSSO,CENTRO-OESTE
canabrava do norte,4630,MATO GROSSO,CENTRO-OESTE
canarana,20707,MATO GROSSO,CENTRO-OESTE
carlinda,10136,MATO GROSSO,CENTRO-OESTE
castanheira,8454,MATO GROSSO,CENTRO-OESTE
chapada dos guimaraes,19049,MATO GROSSO,CENTRO-OESTE
claudia,11716,MATO GROSSO,CENTRO-OESTE
cocalinho,5535,MATO GROSSO,CENTRO-OESTE
colider,32298,MATO GROSSO,CENTRO-OESTE
colniza,36161,MATO GROSSO,CENTRO-OESTE
comodoro,19932,MATO GROSSO,CENTRO-OESTE
confresa,29471,MATO GROSSO,CENTRO-OESTE
conquista doeste,3860,MATO GROSSO,CENTRO-OESTE
cotriguacu,18689,MATO GROSSO,CENTRO-OESTE
cuiaba,590118,MATO GROSSO,CENTRO-OESTE
curvelandia,5049,MATO GROSSO,CENTRO-OESTE
denise,9115,MATO GROSSO,CENTRO-OESTE
diamantino,21294,MATO GROSSO,CENTRO-OESTE
dom aquino,7977,MATO GROSSO,CENTRO-OESTE
feliz natal,13451,MATO GROSSO,CENTRO-OESTE
figueiropolis doeste,3444,MATO GROSSO,CENTRO-OESTE
gaucha do norte,7296,MATO GROSSO,CENTRO-OESTE
general carneiro,5333,MATO GROSSO,CENTRO-OESTE
gloria doeste,2964,MATO GROSSO,CENTRO-OESTE
guaranta do norte,34500,MATO GROSSO,CENTRO-OESTE
guiratinga,14615,MATO GROSSO,CENTRO-OESTE
indiavai,2648,MATO GROSSO,CENTRO-OESTE
ipiranga do norte,7171,MATO GROSSO,CENTRO-OESTE
itanhanga,6396,MATO GROSSO,CENTRO-OESTE
itauba,3800,MATO GROSSO,CENTRO-OESTE
itiquira,12789,MATO GROSSO,CENTRO-OESTE
jaciara,26633,MATO GROSSO,CENTRO-OESTE
jangada,7996,MATO GROSSO,CENTRO-OESTE
jauru,8776,MATO GROSSO,CENTRO-OESTE
juara,33851,MATO GROSSO,CENTRO-OESTE
juina,39779,MATO GROSSO,CENTRO-OESTE
juruena,14913,MATO GROSSO,CENTRO-OESTE
juscimeira,10971,MATO GROSSO,CENTRO-OESTE
lambari doeste,5887,MATO GROSSO,CENTRO-OESTE
lucas do rio verde,61515,MATO GROSSO,CENTRO-OESTE
luciara,2043,MATO GROSSO,CENTRO-OESTE
vila bela da santissima trindade,15534,MATO GROSSO,CENTRO-OESTE
marcelandia,10422,MATO GROSSO,CENTRO-OESTE
matupa,15870,MATO GROSSO,CENTRO-OESTE
mirassol doeste,26768,MATO GROSSO,CENTRO-OESTE
nobres,14917,MATO GROSSO,CENTRO-OESTE
nortelandia,5895,MATO GROSSO,CENTRO-OESTE
nossa senhora do livramento,12484,MATO GROSSO,CENTRO-OESTE
nova bandeirantes,14473,MATO GROSSO,CENTRO-OESTE
nova nazare,3655,MATO GROSSO,CENTRO-OESTE
nova lacerda,6338,MATO GROSSO,CENTRO-OESTE
nova santa helena,3596,MATO GROSSO,CENTRO-OESTE
nova brasilandia,3827,MATO GROSSO,CENTRO-OESTE
nova canaa do norte,12388,MATO GROSSO,CENTRO-OESTE
nova mutum,42607,MATO GROSSO,CENTRO-OESTE
nova olimpia,19465,MATO GROSSO,CENTRO-OESTE
nova ubirata,11352,MATO GROSSO,CENTRO-OESTE
nova xavantina,20639,MATO GROSSO,CENTRO-OESTE
novo mundo,8730,MATO GROSSO,CENTRO-OESTE
novo horizonte do norte,3876,MATO GROSSO,CENTRO-OESTE
novo sao joaquim,5066,MATO GROSSO,CENTRO-OESTE
paranaita,10884,MATO GROSSO,CENTRO-OESTE
paranatinga,21612,MATO GROSSO,CENTRO-OESTE
novo santo antonio,2498,MATO GROSSO,CENTRO-OESTE
pedra preta,16965,MATO GROSSO,CENTRO-OESTE
peixoto de azevedo,33630,MATO GROSSO,CENTRO-OESTE
planalto da serra,2604,MATO GROSSO,CENTRO-OESTE
pocone,32241,MATO GROSSO,CENTRO-OESTE
pontal do araguaia,6387,MATO GROSSO,CENTRO-OESTE
ponte branca,1560,MATO GROSSO,CENTRO-OESTE
pontes e lacerda,43832,MATO GROSSO,CENTRO-OESTE
porto alegre do norte,11995,MATO GROSSO,CENTRO-OESTE
porto dos gauchos,5283,MATO GROSSO,CENTRO-OESTE
porto esperidiao,11603,MATO GROSSO,CENTRO-OESTE
porto estrela,2973,MATO GROSSO,CENTRO-OESTE
poxoreu,15985,MATO GROSSO,CENTRO-OESTE
primavera do leste,59293,MATO GROSSO,CENTRO-OESTE
querencia,16512,MATO GROSSO,CENTRO-OESTE
sao jose dos quatro marcos,18452,MATO GROSSO,CENTRO-OESTE
reserva do cabacal,2646,MATO GROSSO,CENTRO-OESTE
ribeirao cascalheira,9796,MATO GROSSO,CENTRO-OESTE
ribeiraozinho,2320,MATO GROSSO,CENTRO-OESTE
rio branco,5019,MATO GROSSO,CENTRO-OESTE
santa carmem,4360,MATO GROSSO,CENTRO-OESTE
santo afonso,3050,MATO GROSSO,CENTRO-OESTE
sao jose do povo,3908,MATO GROSSO,CENTRO-OESTE
sao jose do rio claro,19728,MATO GROSSO,CENTRO-OESTE
sao jose do xingu,5416,MATO GROSSO,CENTRO-OESTE
sao pedro da cipa,4541,MATO GROSSO,CENTRO-OESTE
rondolandia,3854,MATO GROSSO,CENTRO-OESTE
rondonopolis,222316,MATO GROSSO,CENTRO-OESTE
rosario oeste,16908,MATO GROSSO,CENTRO-OESTE
santa cruz do xingu,2421,MATO GROSSO,CENTRO-OESTE
salto do ceu,3347,MATO GROSSO,CENTRO-OESTE
santa rita do trivelato,3231,MATO GROSSO,CENTRO-OESTE
santa terezinha,8049,MATO GROSSO,CENTRO-OESTE
santo antonio do leste,4875,MATO GROSSO,CENTRO-OESTE
santo antonio do leverger,18392,MATO GROSSO,CENTRO-OESTE
sao felix do araguaia,11290,MATO GROSSO,CENTRO-OESTE
sapezal,24305,MATO GROSSO,CENTRO-OESTE
serra nova dourada,1575,MATO GROSSO,CENTRO-OESTE
sinop,135874,MATO GROSSO,CENTRO-OESTE
sorriso,85223,MATO GROSSO,CENTRO-OESTE
tabapora,9309,MATO GROSSO,CENTRO-OESTE
tangara da serra,98828,MATO GROSSO,CENTRO-OESTE
tapurah,12967,MATO GROSSO,CENTRO-OESTE
terra nova do norte,9606,MATO GROSSO,CENTRO-OESTE
tesouro,3682,MATO GROSSO,CENTRO-OESTE
torixoreu,3576,MATO GROSSO,CENTRO-OESTE
uniao do sul,3468,MATO GROSSO,CENTRO-OESTE
vale de sao domingos,3041,MATO GROSSO,CENTRO-OESTE
varzea grande,274013,MATO GROSSO,CENTRO-OESTE
vera,10901,MATO GROSSO,CENTRO-OESTE
vila rica,24835,MATO GROSSO,CENTRO-OESTE
nova guarita,4457,MATO GROSSO,CENTRO-OESTE
nova marilandia,3159,MATO GROSSO,CENTRO-OESTE
nova maringa,8182,MATO GROSSO,CENTRO-OESTE
nova monte verde,8822,MATO GROSSO,CENTRO-OESTE
abadia de goias,8207,GOIAS,CENTRO-OESTE
abadiania,18775,GOIAS,CENTRO-OESTE
acreuna,22076,GOIAS,CENTRO-OESTE
adelandia,2564,GOIAS,CENTRO-OESTE
agua fria de goias,5613,GOIAS,CENTRO-OESTE
agua limpa,1967,GOIAS,CENTRO-OESTE
aguas lindas de goias,195810,GOIAS,CENTRO-OESTE
alexania,26770,GOIAS,CENTRO-OESTE
aloandia,2071,GOIAS,CENTRO-OESTE
alto horizonte,5784,GOIAS,CENTRO-OESTE
alto paraiso de goias,7514,GOIAS,CENTRO-OESTE
alvorada do norte,8645,GOIAS,CENTRO-OESTE
amaralina,3754,GOIAS,CENTRO-OESTE
americano do brasil,6018,GOIAS,CENTRO-OESTE
amorinopolis,3408,GOIAS,CENTRO-OESTE
anapolis,375142,GOIAS,CENTRO-OESTE
anhanguera,1126,GOIAS,CENTRO-OESTE
anicuns,21746,GOIAS,CENTRO-OESTE
aparecida de goiania,542090,GOIAS,CENTRO-OESTE
aparecida do rio doce,2517,GOIAS,CENTRO-OESTE
apore,4143,GOIAS,CENTRO-OESTE
aracu,3731,GOIAS,CENTRO-OESTE
aragarcas,19884,GOIAS,CENTRO-OESTE
aragoiania,9765,GOIAS,CENTRO-OESTE
araguapaz,7862,GOIAS,CENTRO-OESTE
arenopolis,2957,GOIAS,CENTRO-OESTE
aruana,9138,GOIAS,CENTRO-OESTE
aurilandia,3422,GOIAS,CENTRO-OESTE
avelinopolis,2494,GOIAS,CENTRO-OESTE
baliza,4677,GOIAS,CENTRO-OESTE
barro alto,10435,GOIAS,CENTRO-OESTE
bela vista de goias,28514,GOIAS,CENTRO-OESTE
bom jardim de goias,8896,GOIAS,CENTRO-OESTE
bom jesus de goias,23998,GOIAS,CENTRO-OESTE
bonfinopolis,9052,GOIAS,CENTRO-OESTE
bonopolis,4143,GOIAS,CENTRO-OESTE
brazabrantes,3604,GOIAS,CENTRO-OESTE
britania,5817,GOIAS,CENTRO-OESTE
buriti alegre,9535,GOIAS,CENTRO-OESTE
buriti de goias,2583,GOIAS,CENTRO-OESTE
buritinopolis,3389,GOIAS,CENTRO-OESTE
cabeceiras,7935,GOIAS,CENTRO-OESTE
cachoeira alta,12002,GOIAS,CENTRO-OESTE
cachoeira de goias,1414,GOIAS,CENTRO-OESTE
cachoeira dourada,8355,GOIAS,CENTRO-OESTE
cacu,15287,GOIAS,CENTRO-OESTE
caiaponia,18505,GOIAS,CENTRO-OESTE
caldas novas,84900,GOIAS,CENTRO-OESTE
caldazinha,3703,GOIAS,CENTRO-OESTE
campestre de goias,3622,GOIAS,CENTRO-OESTE
campinacu,3740,GOIAS,CENTRO-OESTE
campinorte,12321,GOIAS,CENTRO-OESTE
campo alegre de goias,7149,GOIAS,CENTRO-OESTE
campo limpo de goias,7345,GOIAS,CENTRO-OESTE
campos belos,19786,GOIAS,CENTRO-OESTE
campos verdes,3399,GOIAS,CENTRO-OESTE
carmo do rio verde,9862,GOIAS,CENTRO-OESTE
castelandia,3610,GOIAS,CENTRO-OESTE
catalao,102393,GOIAS,CENTRO-OESTE
caturai,5041,GOIAS,CENTRO-OESTE
cavalcante,9829,GOIAS,CENTRO-OESTE
ceres,22155,GOIAS,CENTRO-OESTE
cezarina,8386,GOIAS,CENTRO-OESTE
chapadao do ceu,9110,GOIAS,CENTRO-OESTE
cidade ocidental,66777,GOIAS,CENTRO-OESTE
cocalzinho de goias,19583,GOIAS,CENTRO-OESTE
colinas do sul,3529,GOIAS,CENTRO-OESTE
corrego do ouro,2514,GOIAS,CENTRO-OESTE
corumba de goias,11086,GOIAS,CENTRO-OESTE
corumbaiba,9332,GOIAS,CENTRO-OESTE
cristalina,55347,GOIAS,CENTRO-OESTE
cristianopolis,3029,GOIAS,CENTRO-OESTE
crixas,16893,GOIAS,CENTRO-OESTE
crominia,3606,GOIAS,CENTRO-OESTE
cumari,2975,GOIAS,CENTRO-OESTE
damianopolis,3389,GOIAS,CENTRO-OESTE
damolandia,2935,GOIAS,CENTRO-OESTE
davinopolis,2133,GOIAS,CENTRO-OESTE
diorama,2547,GOIAS,CENTRO-OESTE
doverlandia,7750,GOIAS,CENTRO-OESTE
edealina,3809,GOIAS,CENTRO-OESTE
edeia,12231,GOIAS,CENTRO-OESTE
estrela do norte,3379,GOIAS,CENTRO-OESTE
faina,6947,GOIAS,CENTRO-OESTE
fazenda nova,6070,GOIAS,CENTRO-OESTE
firminopolis,12923,GOIAS,CENTRO-OESTE
flores de goias,15111,GOIAS,CENTRO-OESTE
formosa,115789,GOIAS,CENTRO-OESTE
formoso,4623,GOIAS,CENTRO-OESTE
gameleira de goias,3777,GOIAS,CENTRO-OESTE
divinopolis de goias,4995,GOIAS,CENTRO-OESTE
goianapolis,11471,GOIAS,CENTRO-OESTE
goiandira,5605,GOIAS,CENTRO-OESTE
goianesia,67507,GOIAS,CENTRO-OESTE
goiania,1466105,GOIAS,CENTRO-OESTE
goianira,41169,GOIAS,CENTRO-OESTE
goias,24103,GOIAS,CENTRO-OESTE
goiatuba,34312,GOIAS,CENTRO-OESTE
gouvelandia,5656,GOIAS,CENTRO-OESTE
guapo,14482,GOIAS,CENTRO-OESTE
guaraita,2206,GOIAS,CENTRO-OESTE
guarani de goias,4145,GOIAS,CENTRO-OESTE
guarinos,2052,GOIAS,CENTRO-OESTE
heitorai,3757,GOIAS,CENTRO-OESTE
hidrolandia,20472,GOIAS,CENTRO-OESTE
hidrolina,3852,GOIAS,CENTRO-OESTE
iaciara,13675,GOIAS,CENTRO-OESTE
inaciolandia,6148,GOIAS,CENTRO-OESTE
indiara,15213,GOIAS,CENTRO-OESTE
